code,short_description,long_description,category,chapter,is_billable
S82464K,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82464M,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82464N,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82464P,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82464Q,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82464R,"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82464S,"Nondisplaced segmental fracture of shaft of right fibula, sequela","Nondisplaced segmental fracture of shaft of right fibula, sequela",S82,19,true
S82465A,"Nondisplaced segmental fracture of shaft of left fibula, initial encounter for closed fracture","Nondisplaced segmental fracture of shaft of left fibula, initial encounter for closed fracture",S82,19,true
S82465B,"Nondisplaced segmental fracture of shaft of left fibula, initial encounter for open fracture type I or II","Nondisplaced segmental fracture of shaft of left fibula, initial encounter for open fracture type I or II",S82,19,true
S82465C,"Nondisplaced segmental fracture of shaft of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Nondisplaced segmental fracture of shaft of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S82465D,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing",S82,19,true
S82465E,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S82465F,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S82465G,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing",S82,19,true
S82465H,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S82465J,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S82465K,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82465M,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82465N,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82465P,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82465Q,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82465R,"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82465S,"Nondisplaced segmental fracture of shaft of left fibula, sequela","Nondisplaced segmental fracture of shaft of left fibula, sequela",S82,19,true
S82466A,"Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for closed fracture","Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for closed fracture",S82,19,true
S82466B,"Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II","Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II",S82,19,true
S82466C,"Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S82466D,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing",S82,19,true
S82466E,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S82466F,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S82466G,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing",S82,19,true
S82466H,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S82466J,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S82466K,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82466M,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82466N,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82466P,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82466Q,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82466R,"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82466S,"Nondisplaced segmental fracture of shaft of unspecified fibula, sequela","Nondisplaced segmental fracture of shaft of unspecified fibula, sequela",S82,19,true
S82491A,"Other fracture of shaft of right fibula, initial encounter for closed fracture","Other fracture of shaft of right fibula, initial encounter for closed fracture",S82,19,true
S82491B,"Other fracture of shaft of right fibula, initial encounter for open fracture type I or II","Other fracture of shaft of right fibula, initial encounter for open fracture type I or II",S82,19,true
S82491C,"Other fracture of shaft of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Other fracture of shaft of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S82491D,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing","Other fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing",S82,19,true
S82491E,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing","Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S82491F,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S82491G,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing","Other fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing",S82,19,true
S82491H,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing","Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S82491J,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S82491K,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion","Other fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82491M,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion","Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82491N,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82491P,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion","Other fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82491Q,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion","Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82491R,"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82491S,"Other fracture of shaft of right fibula, sequela","Other fracture of shaft of right fibula, sequela",S82,19,true
S82492A,"Other fracture of shaft of left fibula, initial encounter for closed fracture","Other fracture of shaft of left fibula, initial encounter for closed fracture",S82,19,true
S82492B,"Other fracture of shaft of left fibula, initial encounter for open fracture type I or II","Other fracture of shaft of left fibula, initial encounter for open fracture type I or II",S82,19,true
S82492C,"Other fracture of shaft of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Other fracture of shaft of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S82492D,"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing","Other fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing",S82,19,true
S82492E,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing","Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S82492F,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S82492G,"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","Other fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing",S82,19,true
S82492H,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing","Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S82492J,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S82492K,"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion","Other fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82492M,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion","Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82492N,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82492P,"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion","Other fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82492Q,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion","Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82492R,"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82492S,"Other fracture of shaft of left fibula, sequela","Other fracture of shaft of left fibula, sequela",S82,19,true
S82499A,"Other fracture of shaft of unspecified fibula, initial encounter for closed fracture","Other fracture of shaft of unspecified fibula, initial encounter for closed fracture",S82,19,true
S82499B,"Other fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II","Other fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II",S82,19,true
S82499C,"Other fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC","Other fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S82499D,"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing","Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing",S82,19,true
S82499E,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S82499F,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S82499G,"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing","Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing",S82,19,true
S82499H,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S82499J,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S82499K,"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion","Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion",S82,19,true
S82499M,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S82499N,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S82499P,"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion","Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion",S82,19,true
S82499Q,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S82499R,"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S82499S,"Other fracture of shaft of unspecified fibula, sequela","Other fracture of shaft of unspecified fibula, sequela",S82,19,true
S825,Fracture of medial malleolus,Fracture of medial malleolus,S82,19,true
S8250,"Fraktur på mediala malleolen, sluten","Fraktur på mediala malleolen, sluten",S82,19,true
S8251,"Fraktur på mediala malleolen, öppen","Fraktur på mediala malleolen, öppen",S82,19,true
S8251XA,"Displaced fracture of medial malleolus of right tibia, initial encounter for closed fracture","Displaced fracture of medial malleolus of right tibia, initial encounter for closed fracture",S82,19,true
S8251XB,"Displaced fracture of medial malleolus of right tibia, initial encounter for open fracture type I or II","Displaced fracture of medial malleolus of right tibia, initial encounter for open fracture type I or II",S82,19,true
S8251XC,"Displaced fracture of medial malleolus of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","Displaced fracture of medial malleolus of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S8251XD,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with routine healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with routine healing",S82,19,true
S8251XE,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with routine healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S8251XF,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S8251XG,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with delayed healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with delayed healing",S82,19,true
S8251XH,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with delayed healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S8251XJ,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S8251XK,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with nonunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with nonunion",S82,19,true
S8251XM,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with nonunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S8251XN,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S8251XP,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion",S82,19,true
S8251XQ,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with malunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S8251XR,"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S8251XS,"Displaced fracture of medial malleolus of right tibia, sequela","Displaced fracture of medial malleolus of right tibia, sequela",S82,19,true
S8252XA,"Displaced fracture of medial malleolus of left tibia, initial encounter for closed fracture","Displaced fracture of medial malleolus of left tibia, initial encounter for closed fracture",S82,19,true
S8252XB,"Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type I or II","Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type I or II",S82,19,true
S8252XC,"Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S8252XD,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with routine healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with routine healing",S82,19,true
S8252XE,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with routine healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S8252XF,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S8252XG,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with delayed healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with delayed healing",S82,19,true
S8252XH,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with delayed healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S8252XJ,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S8252XK,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with nonunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with nonunion",S82,19,true
S8252XM,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with nonunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S8252XN,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S8252XP,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with malunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with malunion",S82,19,true
S8252XQ,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with malunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S8252XR,"Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S8252XS,"Displaced fracture of medial malleolus of left tibia, sequela","Displaced fracture of medial malleolus of left tibia, sequela",S82,19,true
S8253XA,"Displaced fracture of medial malleolus of unspecified tibia, initial encounter for closed fracture","Displaced fracture of medial malleolus of unspecified tibia, initial encounter for closed fracture",S82,19,true
S8253XB,"Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type I or II","Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type I or II",S82,19,true
S8253XC,"Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S8253XD,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with routine healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with routine healing",S82,19,true
S8253XE,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
S8253XF,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82,19,true
S8253XG,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with delayed healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with delayed healing",S82,19,true
S8253XH,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing",S82,19,true
S8253XJ,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82,19,true
S8253XK,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with nonunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with nonunion",S82,19,true
S8253XM,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",S82,19,true
S8253XN,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82,19,true
S8253XP,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with malunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with malunion",S82,19,true
S8253XQ,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with malunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with malunion",S82,19,true
S8253XR,"Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","Displaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82,19,true
S8253XS,"Displaced fracture of medial malleolus of unspecified tibia, sequela","Displaced fracture of medial malleolus of unspecified tibia, sequela",S82,19,true
S8254XA,"Nondisplaced fracture of medial malleolus of right tibia, initial encounter for closed fracture","Nondisplaced fracture of medial malleolus of right tibia, initial encounter for closed fracture",S82,19,true
S8254XB,"Nondisplaced fracture of medial malleolus of right tibia, initial encounter for open fracture type I or II","Nondisplaced fracture of medial malleolus of right tibia, initial encounter for open fracture type I or II",S82,19,true
S8254XC,"Nondisplaced fracture of medial malleolus of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","Nondisplaced fracture of medial malleolus of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82,19,true
S8254XD,"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with routine healing","Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with routine healing",S82,19,true
S8254XE,"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with routine healing","Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with routine healing",S82,19,true
